Period,Quarter,Recipient Name,City,Province,Country,Title,Language,Genre,Date,Final Value,Original Value,Type,Purpose,Comments
2016-2017,P4,Plausible Communications Corporation d/b/a Prospero Pictures,Toronto,Ontario,Canada,Portfolio 2016-2017 Plausible Communications Corporation,English,Drama,2017-03-29,61235.00,33518.00,Recoupable Advance,Development Program,
2016-2017,P4,Plausible Communications Corporation d/b/a Prospero Pictures,Toronto,Ontario,Canada,Portfolio 2016-2017 Plausible Communications Corporation,English,Drama,2017-03-29,105527.00,44292.00,Recoupable Advance,Development Program,
2016-2017,P4,Plausible Communications Corporation d/b/a Prospero Pictures,Toronto,Ontario,Canada,Portfolio 2016-2017 Plausible Communications Corporation,English,Comedy,2017-03-29,27717.00,27717.00,Recoupable Advance,Development Program,
2016-2017,P4,Plausible Communications Corporation d/b/a Prospero Pictures,Toronto,Ontario,Canada,Portfolio 2016-2017 Plausible Communications Corporation,English,Historical Drama,2017-03-29,199043.00,42820.00,Recoupable Advance,Development Program,
2016-2017,P4,Plausible Communications Corporation d/b/a Prospero Pictures,Toronto,Ontario,Canada,Portfolio 2016-2017 Plausible Communications Corporation,English,Drama,2017-03-29,156223.00,50696.00,Recoupable Advance,Development Program,
2016-2017,P4,Sorry For Your Loss Productions Inc.,Winnipeg,Manitoba,Canada,Sorry For Your Loss,English,Comedy,2017-03-29,350000.00,350000.00,"Investment, Recoupable Advance",Production Program,
2016-2017,P4,Midnight Lamp Films Inc.,Toronto,Ontario,Canada,Stairs (The),English,Documentary,2017-03-29,21432.00,21432.00,Recoupable Advance,Marketing Program,
2016-2017,P4,Gandy's Rock Productions Inc.,Vancouver,British Columbia,Canada,Anthem of a Reluctant Prophet,English,Drama,2017-03-30,500000.00,500000.00,Investment,Production Program,
2016-2017,P4,Triple M Productions Inc.,St. John's,Newfoundland/Labrad.,Canada,Audience of Chairs (An),English,Drama,2017-03-30,750000.00,750000.00,Investment,Production Program,
2016-2017,P4,102017920 Saskatchewan Inc.,Saskatoon,Saskatchewan,Canada,Brotherhood,English,Historical Drama,2017-03-30,500000.00,500000.00,Investment,Production Program,
2016-2017,P4,Pizza Lovers Productions Ltd.,Oakville,Ontario,Canada,Little Italy,English,Romantic Comedy,2017-03-30,3970000.00,3970000.00,Investment,Production Program,
2016-2017,P4,Steady Films Inc.,Vancouver,British Columbia,Canada,"Never Steady, Never Still",English,Drama,2017-03-30,330000.00,250000.00,Investment,Production Program,Amended contract signed  27-JAN-16
2016-2017,P4,Loud Baby Productions Inc.,Halifax,Nova Scotia,Canada,Perfume War,English,Documentary,2017-03-30,41395.00,41395.00,Recoupable Advance,Marketing Program,
2016-2017,P4,Weirdos The Film Inc.,Halifax,Nova Scotia,Canada,WEIRDOS,English,Drama,2017-03-30,738500.00,450000.00,Investment,Production Program,Amended contract signed  15-SEP-15
2016-2017,P4,Dead Shack Productions Inc.,Vancouver,British Columbia,Canada,Dead Shack,English,Horror,2017-03-31,350000.00,250000.00,Investment,Production Program,Amended contract signed  29-NOV-16
2016-2017,P4,Forlorn Hope Productions Inc.,Richmond,British Columbia,Canada,Juggernaut,English,Mystery/Crime/Police,2017-03-31,300000.00,250000.00,Investment,Production Program,Amended contract signed  08-MAR-16
2016-2017,P1,Festival de Cinéma de la Ville de Québec,Quebec,Quebec,Canada,Festival de cinéma de la ville de Québec (6e),,,2016-05-13,30204.00,30204.00,Contribution,Promotion Program,
2016-2017,P1,Short Stop Pictures IX Ltd.,Halifax,Nova Scotia,Canada,Short Film Face Off 2016,,,2016-05-16,37500.00,37500.00,Contribution,Promotion Program,
2016-2017,P1,Across Borders Media Inc.,Victoria,British Columbia,Canada,"Story, Money, Impact:  Media that Matters ",,,2016-05-18,5000.00,5000.00,Contribution,Promotion Program,
2016-2017,P1,FIRST WEEKEND CLUB FILM SOCIETY,North Vancouver,British Columbia,Canada,First Weekend Club,,,2016-05-18,118350.00,118350.00,Contribution,Promotion Program,
2016-2017,P1,Association des propriétaires de cinémas du Québec,Montreal,Quebec,Canada,APCQ - Souper annuel  2016,,,2016-05-20,5000.00,5000.00,Contribution,Promotion Program,
2016-2017,P1,Canadian Film Institute,Ottawa,Ontario,Canada,The Ottawa International Animation Festival,,,2016-05-24,44002.00,44002.00,Contribution,Promotion Program,
2016-2017,P1,Groupe Évolumédia inc.,Montreal,Quebec,Canada,Bientôt sur nos écrans ,,,2016-05-26,10000.00,10000.00,Contribution,Promotion Program,
2016-2017,P1,Women In Film & Television Toronto,Toronto,Ontario,Canada,Development Incubator Program 2016-2017,,,2016-05-26,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P1,Screen Nova Scotia Industry Association,Halifax,Nova Scotia,Canada,Screen Nova Scotia Awards Gala,,,2016-05-26,1000.00,1000.00,Contribution,Promotion Program,
2016-2017,P1,Association québécoise de la production médiatique ,Montreal,Quebec,Canada,Congrès AQPM,,,2016-05-27,7000.00,7000.00,Contribution,Promotion Program,
2016-2017,P1,Whistler Film Festival Society,Whistler,British Columbia,Canada,"Whistler Film Festival+Summit, WFF Praxis Screenwriters Lab",,,2016-05-30,52853.00,52853.00,Contribution,Promotion Program,
2016-2017,P1,Whistler Film Festival Society,Whistler,British Columbia,Canada,WFF Feature Project Lab 2016,,,2016-06-07,30000.00,30000.00,Contribution,Promotion Program,
2016-2017,P1,Hot Docs,Toronto,Ontario,Canada,HD Festival and Market,,,2016-06-09,350000.00,350000.00,Contribution,Promotion Program,
2016-2017,P1,Festival du nouveau cinéma de Montréal,Montreal,Quebec,Canada,Festival du nouveau cinéma ,,,2016-06-15,183031.00,183031.00,Contribution,Promotion Program,
2016-2017,P1,"Les Percéides, Festival international de cinéma et d'art de Percé",Perce,Quebec,Canada,Percéides Festival international de cinéma et d`art de Percé,,,2016-06-16,5408.00,5408.00,Contribution,Promotion Program,
2016-2017,P1,Edmonton International Film Festival Society,Edmonton,Alberta,Canada,Edmonton International Film Festival,,,2016-06-16,26170.00,26170.00,Contribution,Promotion Program,
2016-2017,P1,Rencontres internationales du documentaire de Montréal,Montreal,Quebec,Canada,Rencontres internationales du documentaire de Montréal,,,2016-06-20,90330.00,90330.00,Contribution,Promotion Program,
2016-2017,P1,Lowenbe Holdings Ltd.,Glen Haven,Nova Scotia,Canada,Trans Atlantic Partners,,,2016-06-23,25000.00,25000.00,Contribution,Promotion Program,
2016-2017,P1,Atlantic Film Festival Association,Halifax,Nova Scotia,Canada,Atlantic Film Festival - Strategic Partners,,,2016-06-30,212631.00,212631.00,Contribution,Promotion Program,
2016-2017,P2,Female Eye Film Festival (The),Woodbridge,Ontario,Canada,Female Eye Film Festival ,,,2016-07-05,3000.00,3000.00,Contribution,Promotion Program,
2016-2017,P2,9341-9315 Québec Inc.,Verdun,Quebec,Canada,Geek Girls,English,Documentary,2016-07-06,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Toronto Reel Asian International Film Festival,Toronto,Ontario,Canada,Toronto Reel Asian International Film Festival,,,2016-07-06,12978.00,12978.00,Contribution,Promotion Program,
2016-2017,P2,9342-2947 QUÉBEC INC.,Orford ,Quebec,Canada,Les scènes fortuites,French,Comedy,2016-07-12,112500.00,112500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,1973445 Alberta Ltd.,Edmonton,Alberta,Canada,Abigaëlle et le date coaching,French,Comedy,2016-07-12,75000.00,75000.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Festival International du Film sur l'Art ,Montreal,Quebec,Canada,Festival International du Film sur l'Art ,,,2016-07-13,34608.00,34608.00,Contribution,Promotion Program,
2016-2017,P2,Fondation Québec cinéma,Montreal,Quebec,Canada,"Gala du cinéma québécois, Tournée & Rendez-vous du cinéma ",,,2016-07-14,302144.00,302144.00,Contribution,Promotion Program,
2016-2017,P2,Carrousel international du film de Rimouski (Le),Rimouski,Quebec,Canada,Carrousel international du film de Rimouski,,,2016-07-14,25152.00,25152.00,Contribution,Promotion Program,
2016-2017,P2,eMerge Enterprises Ltd,Montreal,Quebec,Canada,3.0,English,Comedy,2016-07-15,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Kingston Canadian Film Festival,Kingston,Ontario,Canada,2017 Kingston Canadian Film Festival,,,2016-07-15,3245.00,3245.00,Contribution,Promotion Program,
2016-2017,P2,Creative Women Workshops Association,North Vancouver,British Columbia,Canada,Women In the Director's Chair (WIDC) 2017,,,2016-07-18,50000.00,50000.00,Contribution,Promotion Program,
2016-2017,P2,Prairie Cat Productions Inc.,Regina,Saskatchewan,Canada,Talent,English,Comedy,2016-07-18,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Cinéfest: The Sudbury Film Festival Inc.,Sudbury,Ontario,Canada,Cinefest Sudbury International Film Festival,,,2016-07-19,59483.00,59483.00,Contribution,Promotion Program,
2016-2017,P2,Association des cinémas parallèles du Québec,Montreal,Quebec,Canada,Association des cinémas parallèles du Québec Réseau Plus,,,2016-07-22,102743.00,102743.00,Contribution,Promotion Program,
2016-2017,P2,Banff Television Festival Foundation,Toronto,Ontario,Canada,Banff World Media Festival 2016,,,2016-07-22,99000.00,99000.00,Contribution,Promotion Program,
2016-2017,P2,Interactive Ontario Industry Association,Toronto,Ontario,Canada,Interactive Ontario Professional Development Initiatives,,,2016-07-26,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P2,Writers Guild Of Canada,Toronto,Ontario,Canada,WGC Screenwriting Awards ,,,2016-07-26,1000.00,1000.00,Contribution,Promotion Program,
2016-2017,P2,Crazy8s Film Society,Vancouver,British Columbia,Canada,Crazy8s Film Event 2017,,,2016-07-28,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P2,9761667 CANADA INC.,Charlottetown,Prince Edward Island,Canada,Lovely Witches Club,English,Science fiction/Fantasy/Tale,2016-07-29,112500.00,112500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,"St. John's International Women's Film Festival, Inc.",St. John's,Newfoundland/Labrador,Canada,St. John's International Women's Film Festival,,,2016-08-02,23260.00,23260.00,Contribution,Promotion Program,
2016-2017,P2,Ontario Media Development Corporation (OMDC) / Société de développement de l'industrie cinématographique ontarienne,Toronto,Ontario,Canada,In'tl Financing Forum (IFF) and Producers Lab Toronto (PLT),,,2016-08-03,18600.00,18600.00,Contribution,Promotion Program,
2016-2017,P2,Festival Fantasia,Montreal,Quebec,Canada,Festival Fantasia,,,2016-08-08,173719.00,173719.00,Contribution,Promotion Program,
2016-2017,P2,Firecrackers Film Incorporated,Bolton,Ontario,Canada,Firecrackers,English,Drama,2016-08-08,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Planet in Focus: International Environmental Film & Video Festival,Toronto,Ontario,Canada,Planet in Focus: International Environmental Film Festival,,,2016-08-08,3000.00,3000.00,Contribution,Promotion Program,
2016-2017,P2,Open Roof Films Entertainment Inc.,Toronto,Ontario,Canada,Open Roof Film Festival,,,2016-08-10,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P2,9342-5809 Québec Inc.,Montreal,Quebec,Canada,Les faux tatouages,French,Drama,2016-08-10,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Women In Film & Television Toronto,Toronto,Ontario,Canada,WIFT-T Crystal Awards Gala Luncheon,,,2016-08-11,6000.00,6000.00,Contribution,Promotion Program,
2016-2017,P2,Toronto International Film Festival Inc.,Toronto,Ontario,Canada,Toronto International Film Festival,,,2016-08-15,977710.00,977710.00,Contribution,Promotion Program,
2016-2017,P2,ReelWorld Film Festival Inc.,Toronto,Ontario,Canada,Reelworld Film Festival & Impact Film Lounge,,,2016-08-15,43021.00,43021.00,Contribution,Promotion Program,
2016-2017,P2,Directors Guild Of Canada,Toronto,Ontario,Canada,DGC Awards Gala,,,2016-08-16,2500.00,2500.00,Contribution,Promotion Program,
2016-2017,P2,The Hunting Party Inc.,St-John's,Newfoundland/Labrador,Canada,Final Cut,English,Horror,2016-08-17,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Motion Picture Theatre Associations Of Canada / Associations des cinémas du Canada,Toronto,Ontario,Canada,ShowCanada,,,2016-08-17,10000.00,10000.00,Contribution,Promotion Program,
2016-2017,P2,First Nation Films LTD.,Janvier,Alberta,Canada,The Road Behind,English,Drama,2016-08-22,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Calgary International Film Festival Society,Calgary,Alberta,Canada,Calgary International Film Festival + Red Carpet,,,2016-08-22,37038.00,37038.00,Contribution,Promotion Program,
2016-2017,P2,Road Trip Films Inc.,Vancouver,British Columbia,Canada,Indian Road Trip,English,Comedy,2016-08-23,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,New Brunswick Filmmakers Co-operative Limited,Fredericton,New Brunswick,Canada,Silver Wave Film Festival,,,2016-08-23,3000.00,3000.00,Contribution,Promotion Program,
2016-2017,P2,Academy Of Canadian Cinema And Television - Académie Canadienne du Cinéma et de la Télévision,Toronto,Ontario,Canada,Canadian Screen Awards (2016-2017),,,2016-08-24,360511.00,360511.00,Contribution,Promotion Program,
2016-2017,P2,Gimli Film Festival Inc. ,Gimli,Manitoba,Canada,Gimli Film Festival ,,,2016-08-24,16223.00,16223.00,Contribution,Promotion Program,
2016-2017,P2,Mary Goes Round Movie Inc.,Toronto,Ontario,Canada,Mary Goes Round,English,Drama,2016-08-25,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,In Plainview Productions Inc.,Calgary,Alberta,Canada,In Plainview,English,Mystery/Crime/Police,2016-08-26,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Front des réalisateurs indépendants du Canada (FRIC),Ottawa,Ontario,Canada,Programme de formation et développement professionnel,,,2016-08-29,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P2,9342-7938 Québec inc.,Montreal,Quebec,Canada,Hier encore,French,Documentary,2016-08-29,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Atlantic Filmmakers Cooperative Limited,Halifax,Nova Scotia,Canada,FILM 5 / Halifax Independent Film Festival,,,2016-08-30,25000.00,25000.00,Contribution,Promotion Program,
2016-2017,P2,Blac Op Films Incorporated,Dartmouth,Nova Scotia,Canada,Black Cop,English,Drama,2016-08-31,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Académie canadienne du cinéma et de la télévision (section Québec) Inc.,Montreal,Quebec,Canada,Prix Gémeaux 2016,,,2016-08-31,136250.00,136250.00,Contribution,Promotion Program,
2016-2017,P2,689473 N.B. Inc.,Fredericton,New Brunswick,Canada,The Capital (Formerly titled: Why Good People Do Bad Things),English,Comedy,2016-09-01,112500.00,112500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Caribbean Tales,Toronto,Ontario,Canada,CaribbeanTales Youth Film Festival + Market Access Incubator,,,2016-09-06,5419.00,5419.00,Contribution,Promotion Program,
2016-2017,P2,Breaking Ice Productions Inc.,Winnipeg,Manitoba,Canada,Breaking Ice: The Arctic Uncovered,English,Documentary,2016-09-08,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Western Arctic Moving Pictures,Yellowknife,North W. Territories,Canada,The Yellowknife International Film Festival,,,2016-09-08,5000.00,5000.00,Contribution,Promotion Program,
2016-2017,P2,LLI Films Ltd.,Vancouver,British Columbia,Canada,Luk'Luk'I,English,Drama,2016-09-09,127500.00,127500.00,Contribution,Micro-Budget Production Program,
2016-2017,P2,Greater Vancouver International Film Festival Society,Vancouver,British Columbia,Canada,Vancouver International Film Festival & Red Carpet,,,2016-09-13,252172.00,252172.00,Contribution,Promotion Program,
2016-2017,P2,Corporation Wapikoni Mobile,Montreal,Quebec,Canada,Projet de formation destiné aux jeunes Autochtones,,,2016-09-19,40000.00,40000.00,Contribution,Promotion Program,
2016-2017,P2,New Brunswick Producers Association Inc. ,Moncton,New Brunswick,Canada,Demo Show ,,,2016-09-20,1000.00,1000.00,Contribution,Promotion Program,
2016-2017,P2,Women In Film & Television Vancouver Society,Vancouver,British Columbia,Canada,Vancouver International Women in Film Festival + Genre Lab,,,2016-09-20,13500.00,13500.00,Contribution,Promotion Program,
2016-2017,P2,Paraloeil,Rimouski,Quebec,Canada,Cinéma Paraloeil - programmation,,,2016-09-23,8140.00,8140.00,Contribution,Promotion Program,
2016-2017,P2,Festival international du film pour enfants de Montréal,Montreal,Quebec,Canada,Festival International de Film pour Enfants de Montréal,,,2016-09-23,16223.00,16223.00,Contribution,Promotion Program,
2016-2017,P2,Victoria Independent Film and Video Festival,Victoria,British Columbia,Canada,Victoria Film Festival and Springboard,,,2016-09-28,32445.00,32445.00,Contribution,Promotion Program,
2016-2017,P3,Productions Scènat de L'Abitibi-Temiscamingue,Rouyn-Noranda,Quebec,Canada,Festival du cinéma international en Abitibi-Témiscamingue,,,2016-10-03,62082.00,62082.00,Contribution,Promotion Program,
2016-2017,P3,Pixel Québec,Quebec,Quebec,Canada,Pixel Québec,,,2016-10-05,60000.00,60000.00,Contribution,Promotion Program,
2016-2017,P3,The Centre for Aboriginal Media (Ontario),Toronto,Ontario,Canada,The Centre For Aboriginal Media (ImagineNATIVE),,,2016-10-06,16223.00,16223.00,Contribution,Promotion Program,
2016-2017,P3,Cinémathèque Québécoise,Montreal,Quebec,Canada,Les Sommets du cinéma d'animation,,,2016-10-12,10000.00,10000.00,Contribution,Promotion Program,
2016-2017,P3,Cinéfranco,Toronto,Ontario,Canada,Cinéfranco,,,2016-10-19,10815.00,10815.00,Contribution,Promotion Program,
2016-2017,P3,Yorkton Short Film and Video Festival Inc.,Yorkton,Saskatchewan,Canada,Yorkton Film Festival,,,2016-10-19,22045.00,22045.00,Contribution,Promotion Program,
2016-2017,P3,Canadian Film Centre,Toronto,Ontario,Canada,2016 Telefilm Canada Feature Comedy Exchange,,,2016-10-21,175000.00,175000.00,Contribution,Promotion Program,
2016-2017,P3,Meridian Artists Inc.,Toronto,Ontario,Canada,Toronto Screenwriting Conference,,,2016-10-27,8000.00,8000.00,Contribution,Promotion Program,
2016-2017,P3,Canadian Media Producers Association - Association canadienne de la production médiatique,Ottawa,Ontario,Canada,VIFF Industry Exchange,,,2016-10-27,20000.00,20000.00,Contribution,Promotion Program,
2016-2017,P3,Cinémental inc.,Winnipeg,Manitoba,Canada,Cinémental,,,2016-11-07,9046.00,9046.00,Contribution,Promotion Program,
2016-2017,P3,Festival du film de l'Outaouais,Montreal,Quebec,Canada,Festival du film de l'Outaouais,,,2016-11-07,21069.00,21069.00,Contribution,Promotion Program,
2016-2017,P3,Newfoundland Independent Filmmakers Co-Operative,St. John's,Newfoundland/Labrador,Canada,Picture Start,,,2016-11-07,49000.00,49000.00,Contribution,Promotion Program,
2016-2017,P3,Canadian Media Producers Association - Association canadienne de la production médiatique,Ottawa,Ontario,Canada,"Prime Time conference, Marketing Mentorship Program",,,2016-11-14,65000.00,65000.00,Contribution,Promotion Program,
2016-2017,P3,Serendipity Point Films Inc.,Toronto,Ontario,Canada,Below Her Mouth,English,,2016-11-16,1000.00,1000.00,Contribution,International Marketing Program,
2016-2017,P3,"The Island Media Arts Co-operative Association, Limited",Charlottetown,Prince Edward Island,Canada,PEI Screenwriters' Bootcamp ,,,2016-11-17,15000.00,15000.00,Contribution,Promotion Program,
